original_filename,poisoned_filename,label,attack_type,prediction_after_denoiser
8724748782cb6c31.png,2ttCfPcoFhbOWpSJJdCv.png,76,FGSM_0.05,579
1484479b7630af0a.png,2y8jsI9iNZ7kOmplH7qz.png,702,BIM,774
d2d6ae6e0b8a0c31.png,2z1bHENOLbs4qTymr4ZP.png,986,FGSM_0.05,819
b0619a61cf135f5e.png,2zI6FSzquhooNsfnDu30.png,985,FGSM_0.03,410
7506caf0a49c3951.png,2zyRWjMUQ8mUbarXkqsM.png,79,BIM,711
225e06c2dfa68a62.png,30yGJvArWobXZJci1ekS.png,882,PGD,503
038fd7a750733bb5.png,31yXszlPZAsYKDHBKSuI.png,18,FGSM_0.04,726
dd984311bff04342.png,32CpmRdxdlE8vJvUOPUv.png,118,BIM,726
1be47d60e0156bbb.png,338C1t73Tz4FvmAeTtBw.png,650,FGSM_0.01,852
6d6078c60e59e9f4.png,33l999YSwpBlJyjU2h6b.png,985,FGSM_0.05,111
e0c0f412d78571dc.png,33ruCWZEXBuXAF9wlc3j.png,734,FGSM_0.05,917
692016122b9e07a6.png,33zLhIeP32UPRLhK0L1G.png,960,FGSM_0.05,726
eb8ce5ba5c47e344.png,34dj0CYCN7MsueUU9Mes.png,669,PGD,917
e5948d6294eb8ca3.png,35SoaJdKcIetYv2hjGoq.png,887,FGSM_0.04,917
7e5c847bafc4d50c.png,35m0AI9MGWYGyyFWjv9a.png,909,PGD,917
49c27b439d39a00c.png,35uRM6odZcdw5ltcYJJM.png,490,FGSM_0.02,917
7069a117c92d27a4.png,38LePOocLtBoTiIWnqJE.png,546,FGSM_0.03,726
65b8c8b065069802.png,38wAgqs5RwCY7jLIV7gz.png,666,FGSM_0.04,111
33197fa6ae88508a.png,39dqicRW0jkZiEphdyoQ.png,848,FGSM_0.01,726
493694833dc23399.png,39iNde2RdCLxLgz2oC9k.png,538,FGSM_0.05,732
da4f4d6944d93ae0.png,3AVenYoyciGMGfagQxDX.png,735,FGSM_0.05,774
477bf90e7413df23.png,3BgXPzDZoVGOeItd1ZKs.png,542,PGD,963
3dfbdd066af9ca1e.png,3CJRLUYaji2Z3mtGwAVd.png,821,FGSM_0.03,917
fa2a7d600b62174e.png,3CvZB3ALJvddqc70ClCY.png,521,BIM,917
d9f624188d16fe93.png,3DHr3VUe0qYAztwsjmyS.png,40,FGSM_0.05,111
093402dc35f59027.png,3FsncWbt4kI12GviEwnJ.png,734,FGSM_0.05,726
74bfc95412b2f824.png,3Fw3DF3DdbXbXRYyFzpG.png,672,PGD,111
1f3f949ccbc81c93.png,3JfV03L9oXswvKG2pJfe.png,304,FGSM_0.05,726
19d43f8204d3183d.png,3JiYeXSlbdIvqRRnfgCg.png,985,FGSM_0.01,774
72f96c6dc5df2de8.png,3JkyUZJJc5uhW7QNEgfJ.png,885,FGSM_0.02,726
a777db736ecdfb65.png,3K2L4ne1VJz8GEQn9WZJ.png,326,PGD,726
319e8b63d6a194aa.png,3KCGuITVc5OWP6Bcj3CP.png,826,FGSM_0.01,726
348618ddbde3a39c.png,3LNfZASTQcl6WzMMprMW.png,386,FGSM_0.01,774
4f04ca75d7aafc0a.png,3LS11OjeP6lukrB7xCqO.png,840,FGSM_0.04,884
23f9d18d531eb148.png,3LcZEPdaXxIIzyc8lk3x.png,479,FGSM_0.02,726
63f2e14ab6be82cf.png,3M9Y0kIAsDGbmeWw4Ykc.png,668,FGSM_0.01,726
cb71a056a8e05bb2.png,3MRoeGRKw5dmByF6wuzP.png,320,FGSM_0.05,917
04cb9de291399d15.png,3MdmxdaXRFzMjTdMPAeu.png,465,FGSM_0.03,726
19d43f8204d3183d.png,3MljM7QhdT7bVerw2tj9.png,985,BIM,726
0e9bdc3ab80b1a71.png,3NoHBlUDooeoFxtS8CAp.png,367,FGSM_0.04,111
d1709eec353a6f93.png,3O1IuTkbcSXY22QYWD5F.png,297,FGSM_0.04,917
83d35591dfff99ac.png,3ORyyd6QnUrpIvyC5bn9.png,581,FGSM_0.04,852
c0e0c11350b8740e.png,3PUDKVVy2VvsSxVTUV8j.png,319,FGSM_0.02,917
23f39187c0d00e30.png,3QSOYsznzAhYpgNQZ6HK.png,972,FGSM_0.04,884
47b087263b33728b.png,3R49rqJBxPAdwCUZHxkL.png,318,FGSM_0.02,726
2c9398f44d099e0f.png,3RHA2Vj7lydzbwfgNY37.png,522,FGSM_0.02,503
b0e0e06e647b478f.png,3S00mhLBN9CZnqI9G8nZ.png,484,FGSM_0.03,917
328d99215b19c8c7.png,3SBHTTNBAtfHfpmMPq3e.png,806,PGD,774
f5b0ed0fbb3b5f74.png,3SECNvgDyVNxHVwRGUl8.png,567,FGSM_0.05,726
33197fa6ae88508a.png,3Sd6x850seC84rNtNiKp.png,848,FGSM_0.02,726
11954d93a7051cb5.png,3SkZZvgwEsjZ6Xd0Te1Q.png,23,FGSM_0.02,774
7a11ae4c1f5e790c.png,3VQOROe5mmJUamjGHepD.png,689,FGSM_0.05,111
1733cbc68a2ae05d.png,3W9c32QEe2wzUY2KOg3b.png,556,PGD,726
8859efd46fab37ff.png,3WHJjxnogufF5Z7BToqo.png,923,FGSM_0.01,774
19935b1c0a4d305d.png,3WPKdyIHGJCKitotItcm.png,761,BIM,917
9455bd672cb9e4bd.png,3XLXQlsQceHZwTiutq2W.png,522,FGSM_0.02,726
5973419efd52f783.png,3XTYiGw1VxBY6O9E5EsG.png,625,FGSM_0.03,726
3e1e47f5af2a3f16.png,3XVFjyll0JqWaP2iHNuU.png,294,FGSM_0.02,917
82b6f0bc71f5d0af.png,3XmN81jiGmAggjNMW7to.png,563,FGSM_0.05,884
e3c3f8889ac99aec.png,3Y2xDSJKepU5UrI0zB3s.png,536,FGSM_0.01,884
d97c1f3f1c211d1a.png,3YGZjkdyRO0BH8lHJ6ml.png,979,BIM,726
df874264566c58a9.png,3Yq7EhPdC2NLRYf7kqO1.png,742,FGSM_0.05,617
67c0339b1dfda5f6.png,3Z5IqLeoycxRXwSIowro.png,558,PGD,111
d2cc2eabfc7bf54a.png,3b0O7Cod3OaBaZICIB6j.png,556,FGSM_0.03,35
1e33aa336b89dcff.png,3b0Ss2FaaB9uGgfMKbtR.png,539,FGSM_0.01,917
6afe58efa85756dc.png,3cKcNyC6OQ3Ys7YSXwU5.png,929,FGSM_0.05,111
446f75fdea0e1da0.png,3cUtRXlHZ62ocAP12TRG.png,922,FGSM_0.03,111
17df043d369008f5.png,3czeDLxk92DRsyYh0dyJ.png,991,PGD,111
69788a29e7436808.png,3d5JdgyG3IYuV2EYNbw8.png,310,BIM,111
c663670c06c06ea4.png,3dhzDvjIAVhIGBI7kNas.png,909,PGD,917
803450d936b35ebb.png,3eGRDHNppbaarsfEmVhU.png,934,FGSM_0.05,726
592c7424f13b2d29.png,3g3X5MDLuqMoiNjoad8l.png,604,BIM,726
06a0e36c443746b5.png,3gIAFh7cgpFlPpj6xOdw.png,354,FGSM_0.05,917
90dfd75887f3e67b.png,3h6nPfgqayNsuPpyLxy1.png,986,FGSM_0.01,111
01dd15caa1b2c7b4.png,3hOSUr86bnAvqIUzLHV7.png,304,FGSM_0.05,917
be9a3bea2989a0b4.png,3idDqRQcEmdb9Huy4ddc.png,718,FGSM_0.04,111
3f40eba168e5d385.png,3kLudqfHiuKJpzW8gl4h.png,515,FGSM_0.05,726
6ad1230d612d7eb7.png,3kmGXX1eWZfhiwCClUcK.png,438,FGSM_0.03,726
5ff168f7d006f69c.png,3mt19mcrEAs09rjuQgoQ.png,683,FGSM_0.04,726
f9937696f421f4e4.png,3n6wOy9NdRMxK02iCE5V.png,85,PGD,111
16ff75228179469c.png,3nLx7dfJGuor7K3eY1uX.png,228,FGSM_0.03,711
e570258f1bef4ade.png,3nQy7P037rW8bO5FtNvr.png,367,FGSM_0.01,774
7fd7ce3eb2bf9944.png,3ngAqGMHh9xblaHbsX5f.png,100,BIM,774
592c7424f13b2d29.png,3oRTGBtIxK6mZYwg1etx.png,604,FGSM_0.03,726
30b62313af2b5d74.png,3pens2V9rnWW4C48tZIB.png,316,FGSM_0.04,917
d7c8008bf74f2324.png,3qJ5B6AGxqhFSzDLJwzA.png,815,BIM,726
81ddbe14219e9dcf.png,3qyFAdqnUmRmPhWn8zvZ.png,318,FGSM_0.05,726
81a7637c67f4f777.png,3s637jiIO1RXVIuVUD6G.png,490,FGSM_0.03,111
bba5c56cc3eb07c9.png,3smZm7wRTR2GUIoRPTc2.png,921,FGSM_0.04,726
6896a8b78f404dc8.png,3t6MeD5DV4Mb4zvDTy7Y.png,980,FGSM_0.03,726
7d2e9b03ec1b630b.png,3tNU8ACglcdl0amqa8mh.png,401,FGSM_0.05,111
c819099fed6f0d73.png,3uw6DBpvWd3qWKxS6UwN.png,962,BIM,917
04546cc5e537d7cd.png,3uyoLom2FChFzP3uT0dD.png,426,PGD,111
dacb07f80166a7fd.png,3wSs0h47SmIgN38H8Dyx.png,449,FGSM_0.05,917
0707f3dfb7c29f5c.png,3wjHvzLf6khTrCXLppzr.png,606,FGSM_0.02,111
53c478ffc8ddb967.png,3wjtcUvDO69Dy7YRwCk3.png,320,PGD,726
0e0299d6352a3fb8.png,3wmoR8r7oFxhH6hNPHPw.png,539,BIM,726
79a5625805a08253.png,3yDDN2CGA8l1OJSdRnXw.png,766,FGSM_0.02,12
e3c3f8889ac99aec.png,3yU7AG4Cqu5bkCRZmmMR.png,536,PGD,884
4a251fb6d80b5137.png,40JRDKd1xn6BgiQLZwgX.png,800,FGSM_0.04,726
76886996d4ab4614.png,42FobnEgHqj5YpFh0a24.png,975,FGSM_0.03,917
f5b0ed0fbb3b5f74.png,43Aam7Elz6H9iplodiAP.png,567,FGSM_0.01,503
9d5ef11ec55123e5.png,43xB01101sA33e86LmZS.png,100,FGSM_0.03,503
e7b61bec5e4ca40e.png,45E7f5exTckvYJg30oZY.png,324,BIM,726
6d2d82bc1ba0a956.png,45Zx4jtxPrDukdYT7lus.png,52,FGSM_0.04,111
380053c506e32105.png,464wTaBNvy2G3u3Aziov.png,780,BIM,503
57e62606f02d0251.png,468PyaozXXPqnXaA0rw9.png,548,FGSM_0.03,726
90f5385a77a49f77.png,478N6GT0kpsIuIjhE0Mv.png,704,FGSM_0.03,884
b3ba6f0352a29b2d.png,47EaRBmhLzNci2qyzHVh.png,752,PGD,917
f43fbfe8a9ea876c.png,47Gzydx16BEYHt08igDJ.png,884,FGSM_0.05,726
beb3e55c385feb12.png,47IgI8l7Imd92fgVd31y.png,815,BIM,111
9429f0d1ad2283df.png,47TYGHdkfqqdupFR0EI7.png,438,PGD,917
69788a29e7436808.png,47WxrFDwOALOyjC8xCZN.png,310,FGSM_0.04,111
dc12a25cc85ee9cf.png,48VAWrTVI5Qsnvq24J8d.png,647,BIM,917
9311a098cfb4b946.png,490GTbEKCFp2hpf00bS5.png,821,BIM,726
daa43d65c3b18a84.png,4A25jCQrQXt5Tn1nf1nZ.png,822,BIM,726
5ceb9f2e8405b0de.png,4B0VROnvwHtvV5i7DswO.png,412,PGD,917
405dd60729a8c18d.png,4CUrTsjmnvP0bcTDMDUu.png,848,FGSM_0.03,726
2fc17ec1fad5d947.png,4CXnkFlffnQ5BKJeC2Ae.png,874,BIM,774
582663fe666aac9c.png,4D6iJZ6y2wynS4nOiTKZ.png,923,FGSM_0.03,726
517dc655edeaf344.png,4DMbL1NDyn74khai46OT.png,430,FGSM_0.05,917
f63d58b5af16091f.png,4DZRv1Jg8fhLvL7GBiyg.png,716,FGSM_0.03,726
024f73e53c3c1f1d.png,4EO6KnoVNukvtX1zKMUF.png,580,FGSM_0.05,111
a4f718e554dd18dd.png,4EPX9F5dNPqQ9YYqobSU.png,976,BIM,726
e6e677a28e3bd6d7.png,4EW9WQph0cJPV89U9b47.png,604,FGSM_0.03,111
7e0fb7f80ffa514b.png,4Fwqqe3oweQGAgEPJnK2.png,655,BIM,726
c10f6e0689efbc1c.png,4GHVoSdDEUGFrhHxyFte.png,888,FGSM_0.04,111
